"","CustomerID","Spend","Bills","Visits","Qty","FreeQty","FPD","LPD","ATV","ABS","APP","CUTLERY_spend","CUTLERy_bills","DL_spend","DL_bills","DAILYUSE_spend","DAILYUSE_bills","HOD_spend","HOD_bills","ACC_spend","ACC_bills","FURN_spend","FURN_bills","STATIONARY_spend","STATIONARY_bills","Game_spend","Game_bills","BATH_spend","BATH_bills","UK_geo_purchaser"
"34",12386,401.9,2,2,354,0,"2010-12-08","2011-01-06",200.95,177,1.13531073446328,84.3,1,0,0,30,1,186.2,2,0,0,0,0,101.4,1,0,0,0,0,0
"35",12388,2780.66,6,6,1462,0,"2011-01-17","2011-11-24",463.443333333333,243,1.90195622435021,949.63,5,335.7,5,111.6,1,992.95,6,201.45,5,0,0,189.33,5,0,0,0,0,0
"36",12390,549.84,1,1,353,0,"2011-09-21","2011-09-21",549.84,353,1.55762039660057,226.04,1,30,1,50.2,1,0,0,0,0,0,0,117,1,81.6,1,0,0,0
"37",12391,460.89,1,1,300,0,"2011-11-18","2011-11-18",460.89,300,1.5363,41.8,1,88.25,1,6.25,1,46.99,1,95.54,1,3.75,1,150.11,1,28.2,1,0,0,0
"38",12393,1582.6,4,4,816,0,"2011-01-11","2011-09-28",395.65,204,1.93946078431373,152.5,3,43.2,1,95.2,2,128.4,2,908,4,0,0,75,3,180.3,3,0,0,0
"39",12394,1272.48,2,2,819,0,"2011-05-06","2011-10-07",636.24,409,1.55369963369963,886.38,2,106.2,1,70.2,1,17.7,1,0,0,0,0,0,0,0,0,0,0,0
"40",12395,3018.63,12,11,2118,0,"2010-12-03","2011-11-20",251.5525,176,1.42522662889518,1099.82,11,116.66,3,426.75,8,206.9,6,402.53,8,65.45,1,299.72,9,64.8,2,0,0,0
"41",12397,2409.9,2,2,1263,0,"2011-07-27","2011-11-04",1204.95,631,1.90807600950119,823.9,2,195.8,2,265.96,2,259.71,2,207.55,2,15,1,270.78,2,176.2,2,0,0,0
"42",12398,1635.66,1,1,1394,0,"2011-10-25","2011-10-25",1635.66,1394,1.17335724533716,303.1,1,135.48,1,146.7,1,228.46,1,119.22,1,253.8,1,233.9,1,15,1,0,0,0
"43",12399,1108.65,4,4,1178,0,"2011-03-23","2011-08-12",277.1625,294,0.941129032258065,320.32,3,24.96,1,80.4,2,197.79,4,225.38,3,0,0,184.8,4,0,0,0,0,0
"44",12401,84.3,1,1,11,0,"2011-02-09","2011-02-09",84.3,11,7.66363636363636,36.45,1,0,0,0,0,32.85,1,0,0,0,0,0,0,0,0,0,0,0
"45",12402,225.6,1,1,94,0,"2011-01-20","2011-01-20",225.6,94,2.4,45.3,1,0,0,35.1,1,17.7,1,97.5,1,0,0,0,0,0,0,0,0,0
"46",12403,427.7,1,1,96,0,"2011-10-21","2011-10-21",427.7,96,4.45520833333333,381.8,1,0,0,0,0,9.9,1,0,0,0,0,0,0,0,0,0,0,0
"47",12405,1710.39,1,1,857,0,"2011-07-14","2011-07-14",1710.39,857,1.99578763127188,505.33,1,34.68,1,122.88,1,367.75,1,104.1,1,105.6,1,150.05,1,0,0,0,0,0
"48",12406,3415.3,2,2,1818,0,"2011-06-09","2011-11-17",1707.65,909,1.87860286028603,1960.05,2,98.52,2,258.84,2,325.12,2,376.51,2,75.6,1,229.58,2,91.08,2,0,0,0
"49",12407,1708.12,5,5,1416,0,"2011-03-20","2011-10-21",341.624,283,1.20629943502825,931.36,5,28.68,1,79.5,3,137.4,2,180,3,0,0,150.18,4,0,0,0,0,0
"50",12408,2888.55,5,4,1409,0,"2011-03-24","2011-11-07",577.71,281,2.05007097232079,763.18,5,121.8,3,511.5,5,459.16,4,477.81,5,0,0,99,3,186.1,2,0,0,0
"51",12409,11072.67,3,3,5551,0,"2011-06-10","2011-09-22",3690.89,1850,1.99471626733922,4211.24,2,1071.6,2,405.84,2,2310.01,3,1760.7,2,159.6,2,745.08,2,408.6,2,0,0,0
"52",12410,693.33,2,1,211,0,"2011-02-04","2011-02-04",346.665,105,3.28592417061611,197.7,1,0,0,79.2,1,231.5,2,0,0,14.85,1,10.08,1,0,0,0,0,0
"53",12412,1226.88,3,3,829,0,"2011-06-23","2011-09-26",408.96,276,1.4799517490953,364.96,2,0,0,410.78,3,96.24,3,45.36,2,0,0,147.78,3,77.76,2,0,0,0
"54",12413,758.1,3,3,286,0,"2011-01-06","2011-10-04",252.7,95,2.6506993006993,199.9,2,0,0,45.9,2,97.05,3,205.4,3,0,0,125.25,2,12.6,1,0,0,0
"55",12414,562.41,3,3,300,0,"2011-02-02","2011-05-06",187.47,100,1.8747,151.8,2,0,0,0,0,129.9,2,97.56,3,0,0,63.15,2,0,0,0,0,0
"56",12415,124914.53,21,16,77374,296,"2011-01-06","2011-11-15",5948.31095238094,3684,1.61442512988859,45707.07,13,7208.65,10,14228.7,10,22135.97,14,8068.78,10,992.88,2,23770.13,14,2452.35,6,0,0,0
"57",12417,3649.1,9,9,1552,0,"2010-12-17","2011-12-06",405.455555555555,172,2.35122422680412,1476.46,9,84.25,5,382.9,8,502.79,9,250.35,6,119.8,5,309.8,8,99.75,4,0,0,0
"58",12418,668.58,1,1,407,0,"2011-08-19","2011-08-19",668.58,407,1.6427027027027,278.04,1,0,0,0,0,175.44,1,59.4,1,0,0,104.28,1,51.42,1,0,0,0
"59",12420,600.39,1,1,345,0,"2011-10-07","2011-10-07",600.39,345,1.74026086956522,345.84,1,0,0,33.9,1,175.8,1,30,1,0,0,14.85,1,0,0,0,0,0
"60",12421,807.04,4,4,484,0,"2011-01-24","2011-11-24",201.76,121,1.66743801652893,253.85,4,106.23,3,89.25,3,83.25,2,33,2,0,0,73.46,3,0,0,0,0,0
"61",12422,803.56,3,3,370,0,"2011-01-19","2011-09-05",267.853333333333,123,2.17178378378378,63.06,1,53.1,1,17.7,1,103.6,2,350.4,2,0,0,95.7,1,0,0,0,0,0
"62",12423,1859.31,8,8,1339,0,"2010-12-21","2011-12-09",232.41375,167,1.38858103061987,514.84,7,295.26,6,171.47,6,175.92,8,325.36,8,13.2,1,104.36,5,33.9,1,0,0,0
"63",12424,1760.96,2,1,740,0,"2011-06-30","2011-06-30",880.48,370,2.37967567567568,614.19,2,0,0,332.1,1,455.87,2,118.8,1,27.3,1,197.7,1,15,1,0,0,0
"64",12425,777.2,1,1,496,0,"2011-09-22","2011-09-22",777.2,496,1.56693548387097,287.3,1,26.56,1,90.18,1,61.86,1,251.3,1,0,0,60,1,0,0,0,0,0
"65",12426,582.73,1,1,258,0,"2011-05-29","2011-05-29",582.73,258,2.25864341085271,298.15,1,10.2,1,59.3,1,103.08,1,40,1,0,0,0,0,0,0,0,0,0
"66",12427,825.8,3,3,533,0,"2010-12-03","2011-11-18",275.266666666667,177,1.54934333958724,322.3,3,42.96,1,47.7,1,75.33,2,17.85,1,0,0,152.1,3,41.56,2,0,0,0
"67",12428,7956.46,9,7,3536,0,"2011-03-01","2011-11-14",884.051111111111,392,2.25013009049774,1912.26,7,266,4,434.77,4,1994.28,6,897.5,6,119.6,3,1273.91,7,58.14,2,0,0,0
"68",12429,3750.4,4,4,1557,0,"2010-12-09","2011-11-30",937.6,389,2.408734746307,859.7,4,354.12,2,251.7,4,1588.68,4,135.92,2,110.1,2,56.58,4,31.6,1,0,0,0
"69",12430,256.4,1,1,117,0,"2011-10-27","2011-10-27",256.4,117,2.19145299145299,52.68,1,90.96,1,47.8,1,0,0,0,0,0,0,24.96,1,0,0,0,0,0
"70",12431,6487.45,15,14,2906,12,"2010-12-01","2011-11-04",432.496666666667,193,2.23243289745354,1312.47,11,1825.65,10,412.8,8,1980.34,12,541.71,11,37.8,2,204.2,7,67.48,2,0,0,0
"71",12432,5059.32,5,3,1801,0,"2011-06-20","2011-10-28",1011.864,360,2.80917268184342,1405.94,2,345.6,2,556.26,2,999.51,4,354.66,3,298.88,2,210.75,3,187.72,2,0,0,0
"72",12433,13375.87,7,6,11071,0,"2010-12-01","2011-12-09",1910.83857142857,1581,1.20818986541414,5254.92,6,108.36,6,2601.14,6,3926.6,6,655.7,6,210.45,4,522.22,6,96.48,5,0,0,0
"73",12434,806.14,2,2,394,0,"2011-03-24","2011-09-16",403.07,197,2.04604060913706,118.14,1,17.7,1,73.38,1,382.65,2,69,2,13.2,1,121.57,2,10.5,1,0,0,0
"74",12435,7829.89,2,2,2055,0,"2011-03-17","2011-09-21",3914.945,1027,3.81016545012165,2208.15,2,714,1,585.6,2,2356.14,2,436,2,453.6,2,0,0,1076.4,1,0,0,0
"75",12436,509.01,1,1,211,0,"2011-09-01","2011-09-01",509.01,211,2.41236966824645,217.26,1,0,0,0,0,123.1,1,39.6,1,0,0,49.05,1,0,0,0,0,0
"76",12437,4951.41,18,15,2922,1,"2011-01-12","2011-12-08",275.078333333333,162,1.69452772073922,2124.47,18,520.56,9,270.78,8,444.75,10,375.1,10,34.9,1,625.43,12,51.42,3,0,0,0
"77",12438,2906.85,2,2,1180,0,"2011-07-22","2011-11-25",1453.425,590,2.46343220338983,784.63,2,19.8,1,543.7,2,280.4,2,182.7,2,105.9,2,331.72,2,218,2,0,0,0
"78",12441,173.55,1,1,121,0,"2010-12-08","2010-12-08",173.55,121,1.43429752066116,23.25,1,15,1,0,0,35.4,1,0,0,0,0,81.9,1,0,0,0,0,0
"79",12442,172.06,1,1,182,0,"2011-12-06","2011-12-06",172.06,182,0.945384615384615,18,1,30,1,32.76,1,17.4,1,0,0,0,0,45.9,1,0,0,0,0,0
"80",12444,5005.46,5,5,1153,2,"2011-06-21","2011-11-18",1001.092,230,4.34124891587164,2300,5,114.05,3,313.29,4,459.4,4,116.79,3,526.96,3,149.22,4,105.75,3,0,0,0
"81",12445,133.4,1,1,62,0,"2011-11-17","2011-11-17",133.4,62,2.15161290322581,0,0,60,1,0,0,17.4,1,0,0,0,0,0,0,0,0,0,0,0
"82",12446,1002.31,1,1,351,1,"2011-10-13","2011-10-13",1002.31,351,2.85558404558405,308.74,1,11.7,1,49.8,1,311.94,1,201.75,1,40.8,1,27.5,1,50.08,1,0,0,0
"83",12447,476.49,1,1,190,0,"2011-04-10","2011-04-10",476.49,190,2.50784210526316,274.29,1,0,0,66.6,1,31.8,1,58.8,1,0,0,0,0,0,0,0,0,0
"84",12448,449.45,1,1,243,0,"2011-10-26","2011-10-26",449.45,243,1.84958847736626,92.19,1,0,0,109.68,1,38.58,1,0,0,65,1,60,1,0,0,0,0,0
"85",12449,4067.29,4,4,1553,0,"2011-06-05","2011-11-17",1016.8225,388,2.61898905344495,1405.69,4,45,1,290.3,4,1098.98,4,282.3,4,0,0,391.52,4,82.5,4,0,0,0
"86",12450,197.88,2,2,128,0,"2011-06-19","2011-07-06",98.94,64,1.5459375,80.22,2,0,0,0,0,35.16,1,82.5,2,0,0,0,0,0,0,0,0,0
"87",12451,9035.51999999999,5,5,6575,0,"2011-01-19","2011-11-29",1807.104,1315,1.37422357414449,2058.65,5,424.22,5,1600.87,5,727.68,4,1952.33,5,306.2,4,1636.74,5,288.83,3,0,0,0
"88",12452,430.57,2,1,185,0,"2011-11-23","2011-11-23",215.285,92,2.32740540540541,72.8,1,44.48,1,48.45,1,17.7,1,49.8,1,61.2,1,45.74,1,8.4,1,0,0,0
"89",12453,707.09,1,1,473,0,"2011-07-28","2011-07-28",707.09,473,1.49490486257928,178.74,1,30,1,62.1,1,148.05,1,117.2,1,15.3,1,155.7,1,0,0,0,0,0
"90",12454,3528.34,1,1,1006,0,"2011-10-14","2011-10-14",3528.34,1006,3.50729622266402,416.8,1,1744.14,1,712,1,367.2,1,0,0,288.2,1,0,0,0,0,0,0,0
"91",12455,2466.86,6,6,2089,0,"2011-02-16","2011-09-27",411.143333333333,348,1.18088080421254,408.76,5,591.08,2,172.1,3,763.14,2,316.58,3,29.7,1,58.5,2,0,0,0,0,0
"92",12456,3181.04,3,3,1633,0,"2011-03-30","2011-10-26",1060.34666666667,544,1.94797305572566,1111.07,3,87.3,2,35.7,2,605.82,3,161.55,3,226.1,3,339.58,3,13.92,1,0,0,0
"93",12457,2363.23,7,7,843,1,"2011-04-14","2011-10-04",337.604285714286,120,2.80335705812574,467.39,2,0,0,328.44,2,470.06,4,515.1,4,15.3,1,55.64,1,191.3,2,0,0,0
"94",12458,947.4,2,2,506,0,"2011-02-28","2011-09-29",473.7,253,1.87233201581028,156.2,2,110.4,1,125.7,2,110.88,2,210.12,2,0,0,46.5,1,27.6,1,0,0,0
"95",12461,826.88,2,2,287,0,"2011-07-08","2011-09-06",413.44,143,2.8811149825784,48.15,1,0,0,34.7,1,371.75,1,58.28,1,0,0,94.2,1,19.8,1,0,0,0
"96",12462,1189.59,2,2,536,0,"2011-02-09","2011-11-21",594.795,268,2.21938432835821,503.97,2,217.9,2,22.7,1,173.1,2,19.92,1,0,0,0,0,0,0,0,0,0
"97",12463,1344.78,4,4,776,0,"2011-04-12","2011-10-17",336.195,194,1.73296391752577,394.67,4,165.47,4,224.7,3,145.2,4,131.3,4,0,0,124.44,4,15,1,0,0,0
"98",12464,1212.05,8,7,112,0,"2011-02-03","2011-11-29",151.50625,14,10.821875,880.55,7,0,0,0,0,0,0,0,0,76.5,4,0,0,0,0,0,0,0
"99",12465,742.19,2,2,479,0,"2011-06-23","2011-11-22",371.095,239,1.54945720250522,246.55,2,57.6,2,78.3,2,81.6,1,80,1,22.5,1,115.64,2,0,0,0,0,0
"100",12468,729.54,2,2,366,0,"2011-01-27","2011-06-05",364.77,183,1.99327868852459,239.4,2,13.5,1,109,2,106.35,2,66.55,2,0,0,122.74,2,0,0,0,0,0
"101",12471,19824.05,30,20,8212,0,"2010-12-10","2011-12-07",660.801666666667,273,2.41403433999026,9603.07000000001,26,1197.34,13,844.08,14,2046.5,20,1125.98,17,113.7,5,2164.7,25,358.68,7,0,0,0
"102",12472,6572.11,7,7,4148,0,"2010-12-05","2011-11-07",938.872857142858,592,1.58440453230473,2034.88,6,358.08,6,674.25,7,702.98,4,574.14,7,534.3,6,1032.96,6,156.52,4,0,0,0
"103",12473,3938.55,5,4,2439,0,"2011-06-01","2011-11-10",787.71,487,1.61482164821648,266.02,3,81.68,3,317.37,3,355.64,3,470.8,3,134.4,2,1896.57,5,128.07,3,0,0,0
"104",12474,7375.79,18,17,4847,0,"2011-01-14","2011-11-22",409.766111111111,269,1.52172271508149,2183.25,16,409.16,7,793.88,13,810.01,14,705.03,13,199.15,6,1361.09,11,284.22,7,0,0,0
"105",12475,723.38,1,1,535,0,"2011-10-17","2011-10-17",723.38,535,1.35211214953271,89.25,1,57.75,1,84.6,1,82.8,1,157.84,1,0,0,172.14,1,25,1,0,0,0
"106",12476,6816.42,11,10,2408,0,"2010-12-13","2011-11-24",619.674545454546,218,2.83073920265781,2165.06,10,191.05,4,463.3,6,1633.12,8,316.36,6,285.9,7,750.43,7,93.2,4,0,0,0
"107",12477,13219.74,6,6,3653,0,"2011-02-11","2011-11-17",2203.29,608,3.6188721598686,4934.76,6,218.28,3,2100.54,6,4227.06,6,299.55,5,731.85,6,496.8,6,210.9,3,0,0,0
"108",12478,680.99,1,1,236,0,"2011-12-06","2011-12-06",680.99,236,2.88555084745763,173.15,1,58.98,1,93.9,1,47.4,1,66,1,0,0,89.96,1,16.6,1,0,0,0
"109",12479,527.2,1,1,385,0,"2011-11-28","2011-11-28",527.2,385,1.36935064935065,227.06,1,0,0,40.2,1,34.8,1,0,0,0,0,171.14,1,0,0,0,0,0
"110",12480,3281.63,4,4,1707,0,"2011-01-07","2011-11-11",820.4075,426,1.92245459871119,1228.47,4,15,1,734.1,4,198.1,4,395.84,4,0,0,257.62,4,56.5,3,0,0,0
"111",12481,5596.32,10,8,3304,0,"2010-12-09","2011-11-17",559.632,330,1.6938014527845,2301.93,10,180.3,5,500.86,8,752.63,7,650.3,6,30,1,575.38,7,28.92,2,0,0,0
"112",12483,2484.98,8,8,1110,0,"2011-01-04","2011-11-22",310.6225,138,2.23872072072072,366.9,4,584.38,6,31.2,1,357.8,4,184.46,5,256.64,5,114,3,15.6,1,0,0,0
"113",12484,4541.72,6,6,2191,0,"2011-01-07","2011-11-07",756.953333333334,365,2.07289821999087,756.3,4,316.66,4,379.55,4,729.51,4,607.37,4,25.5,1,1043.89,4,94.94,3,0,0,0
"114",12488,1298.66,3,3,529,0,"2011-09-25","2011-11-30",432.886666666667,176,2.45493383742911,96.39,2,344.92,3,135.4,3,94.2,2,48.95,3,0,0,234.1,2,290.7,2,0,0,0
"115",12489,334.93,1,1,105,0,"2011-01-07","2011-01-07",334.93,105,3.18980952380952,132.3,1,0,0,0,0,47.8,1,33.6,1,30.6,1,27.78,1,26.85,1,0,0,0
"116",12490,5417.93,10,10,3064,0,"2011-01-14","2011-12-04",541.793,306,1.76825391644909,1310.27,10,781.2,9,511.7,7,387.2,6,1271.6,10,0,0,495.66,9,102.3,6,0,0,0
"117",12491,460.4,1,1,260,0,"2011-11-01","2011-11-01",460.4,260,1.77076923076923,72.55,1,25,1,83.8,1,0,0,91.4,1,0,0,117.35,1,34.3,1,0,0,0
"118",12492,263.21,2,2,192,0,"2011-08-26","2011-10-07",131.605,96,1.37088541666667,17.7,1,0,0,69.75,2,15.3,1,30.5,2,0,0,93.96,2,0,0,0,0,0
"119",12493,433.74,2,2,207,0,"2011-05-26","2011-06-27",216.87,103,2.09536231884058,29.65,1,24.96,1,53.28,2,0,0,278.15,2,0,0,29.7,1,0,0,0,0,0
"120",12494,1246.1,7,7,707,0,"2010-12-09","2011-11-24",178.014285714286,101,1.76251768033946,398.31,6,150.76,5,36.42,2,259.02,3,211.93,4,0,0,27.66,2,0,0,0,0,0
"121",12497,1043.1,1,1,1236,0,"2011-09-19","2011-09-19",1043.1,1236,0.843932038834951,0,0,0,0,309.6,1,120,1,198,1,0,0,325.5,1,0,0,0,0,0
"122",12498,403.7,3,2,159,0,"2011-10-13","2011-11-18",134.566666666667,53,2.53899371069182,0,0,0,0,62,1,76.2,2,140.7,2,0,0,0,0,70.8,2,0,0,0
"123",12500,4257.82,11,10,2678,0,"2011-01-10","2011-11-16",387.074545454546,243,1.58992531740105,174.89,6,53.4,1,128.25,3,2162.43,9,41.6,1,670.35,2,825.9,6,0,0,0,0,0
"124",12501,2169.39,1,1,1783,0,"2011-01-07","2011-01-07",2169.39,1783,1.21670779584969,761.71,1,97.5,1,317.2,1,155.74,1,157.24,1,30,1,468.2,1,37.8,1,0,0,0
"125",12502,3723.87,5,5,820,0,"2011-02-03","2011-09-05",744.774,164,4.54130487804878,1436.02,5,74.85,2,458.65,5,616.55,5,234.45,5,91.35,3,84,4,0,0,0,0,0
"126",12504,482.05,2,2,90,0,"2011-11-09","2011-11-21",241.025,45,5.35611111111111,368.05,2,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",12506,73.5,1,1,23,0,"2011-04-21","2011-04-21",73.5,23,3.19565217391304,47.55,1,0,0,2.8,1,8.3,1,0,0,0,0,14.85,1,0,0,0,0,0
"128",12507,1304.81,3,3,894,11,"2011-02-14","2011-07-28",434.936666666667,298,1.45951901565996,778.25,3,20.16,1,0,0,208.8,1,0,0,0,0,45.6,1,0,0,0,0,0
"129",12508,398.27,2,2,272,0,"2011-11-10","2011-11-13",199.135,136,1.46422794117647,57,2,8.2,2,44.55,2,170.93,2,16.54,2,30.15,2,70.9,2,0,0,0,0,0
"130",12509,176.5,1,1,55,0,"2011-02-28","2011-02-28",176.5,55,3.20909090909091,49.5,1,0,0,34,1,0,0,75,1,0,0,0,0,0,0,0,0,0
"131",12510,982.57,2,2,353,0,"2011-01-18","2011-07-20",491.285,176,2.78348441926346,64.65,1,62.6,2,110.1,1,409.62,2,69.5,1,0,0,68.1,1,30,1,0,0,0
"132",12512,138.03,2,1,99,0,"2011-10-04","2011-10-04",69.015,49,1.39424242424242,23.1,1,5.9,1,24.25,2,39.92,1,15.3,1,4.55,1,22.51,1,2.5,1,0,0,0
"133",12513,612.29,1,1,462,0,"2011-08-19","2011-08-19",612.29,462,1.32530303030303,189.19,1,75,1,20.4,1,22.5,1,169.4,1,0,0,81.8,1,0,0,0,0,0
"134",12514,1017.68,1,1,440,0,"2011-03-17","2011-03-17",1017.68,440,2.31290909090909,166.5,1,0,0,146.1,1,300.78,1,191.7,1,22.5,1,118.7,1,71.4,1,0,0,0
"135",12515,383.7,1,1,131,0,"2010-12-21","2010-12-21",383.7,131,2.92900763358779,216.6,1,17.4,1,9,1,35.7,1,0,0,0,0,0,0,0,0,0,0,0
"136",12516,1312.06,2,2,875,0,"2011-06-12","2011-09-23",656.03,437,1.49949714285714,26.4,1,0,0,0,0,113.48,1,919.7,2,0,0,111.48,1,15,1,0,0,0
"137",12517,2502.84,5,4,1371,0,"2011-06-02","2011-11-11",500.568,274,1.8255579868709,666.33,4,240.71,3,168.99,4,437.17,3,450.08,4,38.65,2,237.73,4,83.18,3,0,0,0
"138",12518,2056.89,5,5,1318,0,"2011-08-21","2011-12-09",411.378,263,1.56061456752656,765.25,5,125.04,3,214.64,5,113.9,3,107.2,3,0,0,444.22,5,70.64,3,0,0,0
